filepath,filename,species,split,source_wav,ogg_quality
train/Pied Fantail/xc401924_39504.ogg,xc401924_39504.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc401924_39504.wav,2
train/Pied Fantail/xc379921_25200.ogg,xc379921_25200.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc379921_25200.wav,2
train/Pied Fantail/xc954622_10923.ogg,xc954622_10923.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc954622_10923.wav,2
train/Pied Fantail/xc350583_63213.ogg,xc350583_63213.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc350583_63213.wav,2
train/Pied Fantail/xc290760_468.ogg,xc290760_468.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc290760_468.wav,2
train/Pied Fantail/xc192166_17016.ogg,xc192166_17016.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc192166_17016.wav,2
train/Pied Fantail/xc646688_19894.ogg,xc646688_19894.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc646688_19894.wav,2
train/Pied Fantail/xc350583_20762.ogg,xc350583_20762.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc350583_20762.wav,2
train/Pied Fantail/xc1038548_39433.ogg,xc1038548_39433.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1038548_39433.wav,2
train/Pied Fantail/xc379921_13167.ogg,xc379921_13167.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc379921_13167.wav,2
train/Pied Fantail/xc1034184_18798.ogg,xc1034184_18798.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1034184_18798.wav,2
train/Pied Fantail/xc24587_3481.ogg,xc24587_3481.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc24587_3481.wav,2
train/Pied Fantail/xc1038548_89365.ogg,xc1038548_89365.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1038548_89365.wav,2
train/Pied Fantail/xc94272_15944.ogg,xc94272_15944.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc94272_15944.wav,2
train/Pied Fantail/xc936859_63316.ogg,xc936859_63316.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc936859_63316.wav,2
train/Pied Fantail/xc785098_36239.ogg,xc785098_36239.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc785098_36239.wav,2
train/Pied Fantail/xc823426_26132.ogg,xc823426_26132.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc823426_26132.wav,2
train/Pied Fantail/xc192165_27508.ogg,xc192165_27508.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc192165_27508.wav,2
train/Pied Fantail/xc157442_311.ogg,xc157442_311.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc157442_311.wav,2
train/Pied Fantail/xc1034181_4944.ogg,xc1034181_4944.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1034181_4944.wav,2
train/Pied Fantail/xc553021_24828.ogg,xc553021_24828.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc553021_24828.wav,2
train/Pied Fantail/xc954622_14408.ogg,xc954622_14408.ogg,Pied Fantail,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc954622_14408.wav,2
val/Pied Fantail/xc167088_572.ogg,xc167088_572.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc167088_572.wav,2
val/Pied Fantail/xc954622_3355.ogg,xc954622_3355.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc954622_3355.wav,2
val/Pied Fantail/xc621217_1621.ogg,xc621217_1621.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc621217_1621.wav,2
val/Pied Fantail/xc586266_16505.ogg,xc586266_16505.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc586266_16505.wav,2
val/Pied Fantail/xc360059_32780.ogg,xc360059_32780.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc360059_32780.wav,2
val/Pied Fantail/xc649545_9712.ogg,xc649545_9712.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc649545_9712.wav,2
val/Pied Fantail/xc290757_6418.ogg,xc290757_6418.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc290757_6418.wav,2
val/Pied Fantail/xc327429_7447.ogg,xc327429_7447.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc327429_7447.wav,2
val/Pied Fantail/xc785098_24586.ogg,xc785098_24586.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc785098_24586.wav,2
val/Pied Fantail/xc952349_16551.ogg,xc952349_16551.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc952349_16551.wav,2
val/Pied Fantail/xc361795_3123.ogg,xc361795_3123.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc361795_3123.wav,2
val/Pied Fantail/xc721251_12605.ogg,xc721251_12605.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc721251_12605.wav,2
val/Pied Fantail/xc937130_26713.ogg,xc937130_26713.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc937130_26713.wav,2
val/Pied Fantail/xc94272_12513.ogg,xc94272_12513.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc94272_12513.wav,2
val/Pied Fantail/xc23897_58314.ogg,xc23897_58314.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc23897_58314.wav,2
val/Pied Fantail/xc816755_12207.ogg,xc816755_12207.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc816755_12207.wav,2
val/Pied Fantail/xc919520_4942.ogg,xc919520_4942.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc919520_4942.wav,2
val/Pied Fantail/xc630802_10435.ogg,xc630802_10435.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc630802_10435.wav,2
val/Pied Fantail/xc630802_45481.ogg,xc630802_45481.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc630802_45481.wav,2
val/Pied Fantail/xc815843_12440.ogg,xc815843_12440.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc815843_12440.wav,2
val/Pied Fantail/xc401924_0.ogg,xc401924_0.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc401924_0.wav,2
val/Pied Fantail/xc787531_52117.ogg,xc787531_52117.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc787531_52117.wav,2
val/Pied Fantail/xc29386_12888.ogg,xc29386_12888.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc29386_12888.wav,2
val/Pied Fantail/xc327429_1447.ogg,xc327429_1447.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc327429_1447.wav,2
val/Pied Fantail/xc30001_4206.ogg,xc30001_4206.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc30001_4206.wav,2
val/Pied Fantail/xc937909_6215.ogg,xc937909_6215.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc937909_6215.wav,2
val/Pied Fantail/xc785098_0.ogg,xc785098_0.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc785098_0.wav,2
val/Pied Fantail/xc343310_26587.ogg,xc343310_26587.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc343310_26587.wav,2
val/Pied Fantail/xc1005490_5418.ogg,xc1005490_5418.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1005490_5418.wav,2
val/Pied Fantail/xc35733_2840.ogg,xc35733_2840.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc35733_2840.wav,2
val/Pied Fantail/xc94271_28075.ogg,xc94271_28075.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc94271_28075.wav,2
val/Pied Fantail/xc952349_1887.ogg,xc952349_1887.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc952349_1887.wav,2
val/Pied Fantail/xc942724_7201.ogg,xc942724_7201.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc942724_7201.wav,2
val/Pied Fantail/xc1071873_579.ogg,xc1071873_579.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1071873_579.wav,2
val/Pied Fantail/xc399064_118314.ogg,xc399064_118314.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc399064_118314.wav,2
val/Pied Fantail/xc627998_7462.ogg,xc627998_7462.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc627998_7462.wav,2
val/Pied Fantail/xc756430_6062.ogg,xc756430_6062.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc756430_6062.wav,2
val/Pied Fantail/xc1070371_16900.ogg,xc1070371_16900.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1070371_16900.wav,2
val/Pied Fantail/xc756530_3000.ogg,xc756530_3000.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc756530_3000.wav,2
val/Pied Fantail/xc30000_11024.ogg,xc30000_11024.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc30000_11024.wav,2
val/Pied Fantail/xc756530_61990.ogg,xc756530_61990.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc756530_61990.wav,2
val/Pied Fantail/xc937909_215.ogg,xc937909_215.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc937909_215.wav,2
val/Pied Fantail/xc343310_630.ogg,xc343310_630.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc343310_630.wav,2
val/Pied Fantail/xc1070371_12675.ogg,xc1070371_12675.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1070371_12675.wav,2
val/Pied Fantail/xc892924_33730.ogg,xc892924_33730.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc892924_33730.wav,2
val/Pied Fantail/xc895736_26667.ogg,xc895736_26667.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc895736_26667.wav,2
val/Pied Fantail/xc730877_7149.ogg,xc730877_7149.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc730877_7149.wav,2
val/Pied Fantail/xc442733_23284.ogg,xc442733_23284.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc442733_23284.wav,2
val/Pied Fantail/xc785098_16108.ogg,xc785098_16108.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc785098_16108.wav,2
val/Pied Fantail/xc952348_24611.ogg,xc952348_24611.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc952348_24611.wav,2
val/Pied Fantail/xc553021_27834.ogg,xc553021_27834.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc553021_27834.wav,2
val/Pied Fantail/xc19803_1399.ogg,xc19803_1399.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc19803_1399.wav,2
val/Pied Fantail/xc216929_23799.ogg,xc216929_23799.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc216929_23799.wav,2
val/Pied Fantail/xc192166_6282.ogg,xc192166_6282.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc192166_6282.wav,2
val/Pied Fantail/xc938746_46473.ogg,xc938746_46473.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc938746_46473.wav,2
val/Pied Fantail/xc30001_24341.ogg,xc30001_24341.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc30001_24341.wav,2
val/Pied Fantail/xc785098_30090.ogg,xc785098_30090.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc785098_30090.wav,2
val/Pied Fantail/xc23897_55314.ogg,xc23897_55314.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc23897_55314.wav,2
val/Pied Fantail/xc787531_417.ogg,xc787531_417.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc787531_417.wav,2
val/Pied Fantail/xc94272_18944.ogg,xc94272_18944.ogg,Pied Fantail,val,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc94272_18944.wav,2
test/Pied Fantail/xc1034181_13291.ogg,xc1034181_13291.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1034181_13291.wav,2
test/Pied Fantail/xc879683_20003.ogg,xc879683_20003.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc879683_20003.wav,2
test/Pied Fantail/xc936859_60260.ogg,xc936859_60260.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc936859_60260.wav,2
test/Pied Fantail/xc537914_18392.ogg,xc537914_18392.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc537914_18392.wav,2
test/Pied Fantail/xc627993_5133.ogg,xc627993_5133.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc627993_5133.wav,2
test/Pied Fantail/xc756430_67629.ogg,xc756430_67629.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc756430_67629.wav,2
test/Pied Fantail/xc730933_19081.ogg,xc730933_19081.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc730933_19081.wav,2
test/Pied Fantail/xc157442_4706.ogg,xc157442_4706.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc157442_4706.wav,2
test/Pied Fantail/xc151212_996.ogg,xc151212_996.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc151212_996.wav,2
test/Pied Fantail/xc621130_3962.ogg,xc621130_3962.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc621130_3962.wav,2
test/Pied Fantail/xc409379_1567.ogg,xc409379_1567.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc409379_1567.wav,2
test/Pied Fantail/xc30001_18094.ogg,xc30001_18094.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc30001_18094.wav,2
test/Pied Fantail/xc359360_69055.ogg,xc359360_69055.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc359360_69055.wav,2
test/Pied Fantail/xc816755_5156.ogg,xc816755_5156.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc816755_5156.wav,2
test/Pied Fantail/xc942724_26016.ogg,xc942724_26016.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc942724_26016.wav,2
test/Pied Fantail/xc787532_0.ogg,xc787532_0.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc787532_0.wav,2
test/Pied Fantail/xc1071873_12704.ogg,xc1071873_12704.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1071873_12704.wav,2
test/Pied Fantail/xc264244_0.ogg,xc264244_0.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc264244_0.wav,2
test/Pied Fantail/xc359360_16443.ogg,xc359360_16443.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc359360_16443.wav,2
test/Pied Fantail/xc360059_46380.ogg,xc360059_46380.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc360059_46380.wav,2
test/Pied Fantail/xc343310_23587.ogg,xc343310_23587.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc343310_23587.wav,2
test/Pied Fantail/xc343310_7305.ogg,xc343310_7305.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc343310_7305.wav,2
test/Pied Fantail/xc855225_3155.ogg,xc855225_3155.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc855225_3155.wav,2
test/Pied Fantail/xc24466_16469.ogg,xc24466_16469.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc24466_16469.wav,2
test/Pied Fantail/xc30000_2900.ogg,xc30000_2900.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc30000_2900.wav,2
test/Pied Fantail/xc936859_42681.ogg,xc936859_42681.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc936859_42681.wav,2
test/Pied Fantail/xc919520_8156.ogg,xc919520_8156.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc919520_8156.wav,2
test/Pied Fantail/xc1059444_355.ogg,xc1059444_355.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1059444_355.wav,2
test/Pied Fantail/xc756430_2747.ogg,xc756430_2747.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc756430_2747.wav,2
test/Pied Fantail/xc152646_683.ogg,xc152646_683.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc152646_683.wav,2
test/Pied Fantail/xc582931_5902.ogg,xc582931_5902.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc582931_5902.wav,2
test/Pied Fantail/xc892924_59440.ogg,xc892924_59440.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc892924_59440.wav,2
test/Pied Fantail/xc399064_106044.ogg,xc399064_106044.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc399064_106044.wav,2
test/Pied Fantail/xc892924_46908.ogg,xc892924_46908.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc892924_46908.wav,2
test/Pied Fantail/xc938746_23577.ogg,xc938746_23577.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc938746_23577.wav,2
test/Pied Fantail/xc787531_34447.ogg,xc787531_34447.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc787531_34447.wav,2
test/Pied Fantail/xc936859_73193.ogg,xc936859_73193.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc936859_73193.wav,2
test/Pied Fantail/xc730933_10494.ogg,xc730933_10494.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc730933_10494.wav,2
test/Pied Fantail/xc150955_0.ogg,xc150955_0.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc150955_0.wav,2
test/Pied Fantail/xc942724_13461.ogg,xc942724_13461.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc942724_13461.wav,2
test/Pied Fantail/xc379921_10128.ogg,xc379921_10128.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc379921_10128.wav,2
test/Pied Fantail/xc785098_3000.ogg,xc785098_3000.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc785098_3000.wav,2
test/Pied Fantail/xc942405_24231.ogg,xc942405_24231.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc942405_24231.wav,2
test/Pied Fantail/xc630802_24739.ogg,xc630802_24739.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc630802_24739.wav,2
test/Pied Fantail/xc152651_3664.ogg,xc152651_3664.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc152651_3664.wav,2
test/Pied Fantail/xc192165_31233.ogg,xc192165_31233.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc192165_31233.wav,2
test/Pied Fantail/xc30001_30381.ogg,xc30001_30381.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc30001_30381.wav,2
test/Pied Fantail/xc150955_25333.ogg,xc150955_25333.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc150955_25333.wav,2
test/Pied Fantail/xc94272_3878.ogg,xc94272_3878.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc94272_3878.wav,2
test/Pied Fantail/xc496315_21448.ogg,xc496315_21448.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc496315_21448.wav,2
test/Pied Fantail/xc379921_0.ogg,xc379921_0.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc379921_0.wav,2
test/Pied Fantail/xc954622_18935.ogg,xc954622_18935.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc954622_18935.wav,2
test/Pied Fantail/xc879683_843.ogg,xc879683_843.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc879683_843.wav,2
test/Pied Fantail/xc823426_51800.ogg,xc823426_51800.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc823426_51800.wav,2
test/Pied Fantail/xc442733_17994.ogg,xc442733_17994.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc442733_17994.wav,2
test/Pied Fantail/xc1071873_26330.ogg,xc1071873_26330.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc1071873_26330.wav,2
test/Pied Fantail/xc840318_5286.ogg,xc840318_5286.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc840318_5286.wav,2
test/Pied Fantail/xc35733_33197.ogg,xc35733_33197.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc35733_33197.wav,2
test/Pied Fantail/xc665384_52841.ogg,xc665384_52841.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc665384_52841.wav,2
test/Pied Fantail/xc730877_14058.ogg,xc730877_14058.ogg,Pied Fantail,test,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Pied Fantail/xc730877_14058.wav,2
train/Spotted Dove/xc736038_23571.ogg,xc736038_23571.ogg,Spotted Dove,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Spotted Dove/xc736038_23571.wav,2
train/Spotted Dove/xc788279_3043.ogg,xc788279_3043.ogg,Spotted Dove,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Spotted Dove/xc788279_3043.wav,2
train/Spotted Dove/xc161258_60391.ogg,xc161258_60391.ogg,Spotted Dove,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Spotted Dove/xc161258_60391.wav,2
train/Spotted Dove/xc786219_27916.ogg,xc786219_27916.ogg,Spotted Dove,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Spotted Dove/xc786219_27916.wav,2
train/Spotted Dove/xc809713_30358.ogg,xc809713_30358.ogg,Spotted Dove,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Spotted Dove/xc809713_30358.wav,2
train/Spotted Dove/xc665481_44554.ogg,xc665481_44554.ogg,Spotted Dove,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Spotted Dove/xc665481_44554.wav,2
